Class,Dendrogram,k,Bk,Null_Median,Null_Lower,Null_Upper,Type
No human infections,SHAP-based,307,0.3036127917029144,0.006287838881421304,0,0.015118111961051924,Significant
No human infections,SHAP-based,308,0.3035537175738469,0.006305270097973081,0,0.01613716355501252,Significant
No human infections,SHAP-based,309,0.30388119878299125,0.006330858307978984,0,0.018762480546674926,Significant
No human infections,SHAP-based,310,0.30450226295979665,0.005437540409996369,0,0.013593851024990921,Significant
No human infections,SHAP-based,311,0.3050118433287004,0.006354413402681258,0,0.01618595318852738,Significant
No human infections,SHAP-based,312,0.3015287336879233,0.005465777649932145,0,0.020041184716417866,Significant
No human infections,SHAP-based,313,0.302311471100407,0.006393293950763895,0,0.01461324331603176,Significant
No human infections,SHAP-based,314,0.30087786007133804,0.00548713422622501,0,0.015391768618559919,Significant
No human infections,SHAP-based,315,0.30024320328719345,0.0054922537186681735,0,0.017236880367606164,Significant
No human infections,SHAP-based,316,0.2948592274222235,0.005580931749316533,0,0.01642726888589124,Significant
No human infections,SHAP-based,317,0.29251490331692753,0.00558945675127887,0,0.01490521800341032,Significant
No human infections,SHAP-based,318,0.28485949679826095,0.005640782114817049,0,0.014962358116412156,Significant
No human infections,SHAP-based,319,0.28186691523084567,0.00569428111577466,0,0.01700235966262303,Significant
No human infections,SHAP-based,320,0.2863057917892048,0.005783955389680905,0,0.01630612245194118,Significant
No human infections,SHAP-based,321,0.28057987954984265,0.005825187810723377,0,0.01836409413091666,Significant
No human infections,SHAP-based,322,0.2823194658700884,0.005861303789690416,0,0.015547299035016195,Significant
No human infections,SHAP-based,323,0.2774249782805112,0.005902659112351303,0,0.01377287126215304,Significant
No human infections,SHAP-based,324,0.2779622118948651,0.005935136197043382,0,0.014837840492608455,Significant
No human infections,SHAP-based,325,0.27090926059400655,0.004998325841217833,0,0.015909866333401648,Significant
No human infections,SHAP-based,326,0.2665966564489463,0.0050683774990293974,0,0.019929651991259595,Significant
No human infections,SHAP-based,327,0.2665253731417897,0.005086362082858582,0,0.015259086248575745,Significant
No human infections,SHAP-based,328,0.266507519705679,0.005105508040338678,0,0.015229929850518546,Significant
No human infections,SHAP-based,329,0.2662121312549607,0.005119464062595398,0,0.01629545402240143,Significant
No human infections,SHAP-based,330,0.2661332235952137,0.005137707019212619,0,0.015325980661845038,Significant
No human infections,SHAP-based,331,0.2666386231864981,0.005147463768079115,0,0.018443563685554852,Significant
No human infections,SHAP-based,332,0.26616714232179833,0.005158277951972836,0,0.014443178265523939,Significant
No human infections,SHAP-based,333,0.2567972805113397,0.005219456920962189,0,0.016613735195227648,Significant
No human infections,SHAP-based,334,0.262086522323009,0.005326961835833516,0,0.012784708406000437,Significant
No human infections,SHAP-based,335,0.2625474974411267,0.005336331248803388,0,0.01387446124688881,Significant
No human infections,SHAP-based,336,0.2590499462245399,0.005374480212127384,0,0.016833711501767285,Significant
No human infections,SHAP-based,337,0.2672214861392367,0.004510067276611589,0,0.014562099862711387,Significant
No human infections,SHAP-based,338,0.2666835902969309,0.004539295153990313,0,0.015598817682927923,Significant
No human infections,SHAP-based,339,0.26889649592595943,0.004576961632782288,0,0.015728254636353918,Significant
No human infections,SHAP-based,340,0.27043025315944846,0.004603068138884229,0,0.01716391500573206,Significant
No human infections,SHAP-based,341,0.2707053535361177,0.0046274419407883365,0,0.013882325822365009,Significant
No human infections,SHAP-based,342,0.27222464013122244,0.004653412651815769,0,0.01386158007685717,Significant
No human infections,SHAP-based,343,0.27363592774431206,0.004677537226398496,0,0.015003657289310588,Significant
No human infections,SHAP-based,344,0.27720288292497375,0.0036000374405840744,0,0.015294861953639133,Significant
No human infections,SHAP-based,345,0.27578914308475483,0.004817277608467333,0,0.014349700814984719,Significant
No human infections,SHAP-based,346,0.27124210406258686,0.004843609001117623,0,0.016644560702206247,Significant
No human infections,SHAP-based,347,0.2718117920535561,0.0048755478395256695,0,0.013407756558695591,Significant
No human infections,SHAP-based,348,0.27545646501985316,0.0037056923545271724,0,0.013482785190646737,Significant
No human infections,SHAP-based,349,0.2759402295040828,0.003712200396915912,0,0.014743864174066545,Significant
No human infections,SHAP-based,350,0.28062016349595154,0.003775159150169752,0,0.01729725792509702,Significant
No human infections,SHAP-based,351,0.28358866408995953,0.003920580609538611,0,0.01306860203179537,Significant
No human infections,SHAP-based,352,0.2836258070840787,0.003939247320612204,0,0.01827179852976996,Significant
No human infections,SHAP-based,353,0.28561086135288694,0.003966817518790096,0,0.013222725062633653,Significant
No human infections,SHAP-based,354,0.2853801555413791,0.003982048681972731,0,0.011946146045918194,Significant
No human infections,SHAP-based,355,0.28500822936113646,0.003995442467679483,0,0.013205197387306973,Significant
No human infections,SHAP-based,356,0.28124775791902995,0.004017825113128999,0,0.01718342171048493,Significant
No human infections,SHAP-based,357,0.28399104426146027,0.004057014918020861,0,0.013408698342947133,Significant
No human infections,SHAP-based,358,0.28318067457059626,0.0040647943718267405,0,0.013549314572755803,Significant
No human infections,SHAP-based,359,0.28358339478158456,0.00407057504471174,0,0.014695305754227716,Significant
No human infections,SHAP-based,360,0.2830317076141622,0.004082188090588877,0,0.017458689088505328,Significant
No human infections,SHAP-based,361,0.2809719973641594,0.0040918252043324185,0,0.012275475612997256,Significant
No human infections,SHAP-based,362,0.2804104703841494,0.004103567859280235,0,0.012310703577840705,Significant
No human infections,SHAP-based,363,0.282672319652408,0.004136668092474264,0,0.015050846632666393,Significant
No human infections,SHAP-based,364,0.2841786692731052,0.004158712233264954,0,0.01386237411088318,Significant
No human infections,SHAP-based,365,0.28334809143076417,0.004166883697511238,0,0.015278573557541204,Significant
No human infections,SHAP-based,366,0.2837628057878798,0.004172982438057056,0,0.012518947314171169,Significant
No human infections,SHAP-based,367,0.28321476686986996,0.004185439904480837,0,0.01255631971344251,Significant
No human infections,SHAP-based,368,0.28419278159502004,0.004199893324064336,0,0.015280885215096586,Significant
No human infections,SHAP-based,369,0.2847567368002163,0.0042082276374416205,0,0.0178787753867682,Significant
No human infections,SHAP-based,370,0.2860102591302545,0.002817835065322705,0,0.012680257793952172,Significant
No human infections,SHAP-based,371,0.28856078516089684,0.004264445100899953,0,0.018117616886938668,Significant
No human infections,SHAP-based,372,0.2889943976767515,0.002847235445091148,0,0.011388941780364592,Significant
No human infections,SHAP-based,373,0.2904448992643873,0.0028615261011269684,0,0.01418629499735692,Significant
No human infections,SHAP-based,374,0.29176305035346756,0.002874512811364212,0,0.019634044976908585,Significant
No human infections,SHAP-based,375,0.289684545738644,0.004367103704602673,0,0.012977860728949468,Significant
No human infections,SHAP-based,376,0.28912196302661913,0.0029204238689557486,0,0.0158146654519995,Significant
No human infections,SHAP-based,377,0.2898704818803739,0.002927984665458322,0,0.013051777485190846,Significant
No human infections,SHAP-based,378,0.29077303875640237,0.002937101401579822,0,0.013216956307109198,Significant
No human infections,SHAP-based,379,0.2924450716326928,0.0029539906225524524,0,0.014644696888996047,Significant
No human infections,SHAP-based,380,0.2849369205296791,0.0029836326757034463,0,0.014791650261240921,Significant
No human infections,SHAP-based,381,0.286141117954316,0.0029962420728200634,0,0.014981210364100316,Significant
No human infections,SHAP-based,382,0.28751108549950855,0.003010587282717367,0,0.015052936413586836,Significant
No human infections,SHAP-based,383,0.28571697912356836,0.0030234600965456967,0,0.013477368539869417,Significant
No human infections,SHAP-based,384,0.284966263842498,0.0030315559983244466,0,0.01654501281071959,Significant
No human infections,SHAP-based,385,0.28557844261724497,0.003038068538481329,0,0.017970768576393494,Significant
No human infections,SHAP-based,386,0.29544195103131315,0.003142999479056523,0,0.01544845609820454,Significant
No human infections,SHAP-based,387,0.29394525374180336,0.0031607016531376704,0,0.014089136176322964,Significant
No human infections,SHAP-based,388,0.2935199258058838,0.003173188387090636,0,0.014279347741907863,Significant
No human infections,SHAP-based,389,0.2941804840905109,0.0031803295577352525,0,0.01272131823094101,Significant
No human infections,SHAP-based,390,0.28783603860282847,0.0032160451240539492,0,0.011256157934188823,Significant
No human infections,SHAP-based,391,0.2884928638920958,0.0032233839541016287,0,0.012893535816406515,Significant
No human infections,SHAP-based,392,0.28911956421958185,0.0032485344294335035,0,0.012994137717734014,Significant
No human infections,SHAP-based,393,0.28998151751633217,0.003258219297936317,0,0.012894720949018583,Significant
No human infections,SHAP-based,394,0.2850131453059646,0.0032760131644363746,0,0.012965141912784792,Significant
No human infections,SHAP-based,395,0.2855203509994479,0.0032818431149361825,0,0.01312737245974473,Significant
No human infections,SHAP-based,396,0.2861857588866271,0.0032894914814554843,0,0.013157965925821937,Significant
No human infections,SHAP-based,397,0.28669731610116805,0.0032953714494387133,0,0.013181485797754853,Significant
No human infections,SHAP-based,398,0.28422104499143075,0.0033048958719933807,0,0.01473189598355749,Significant
No human infections,SHAP-based,399,0.2848881066845641,0.0033126524033088847,0,0.014766471479112904,Significant
No human infections,SHAP-based,400,0.28374171570898804,0.00331861655799986,0,0.01327446623199944,Significant
No human infections,SHAP-based,401,0.2842536297113814,0.003324603856273467,0,0.013157444319303564,Significant
No human infections,SHAP-based,402,0.2829817566408699,0.003389003073543352,0,0.013556012294173409,Significant
No human infections,SHAP-based,403,0.28066396040312314,0.0034227312244283314,0,0.013545792958273328,Significant
No human infections,SHAP-based,404,0.2795114926541918,0.0034507591685702687,0,0.01552841625856621,Significant
No human infections,SHAP-based,405,0.282029306069753,0.0034818432848117654,0,0.013927373139247062,Significant
No human infections,SHAP-based,406,0.28055154538562166,0.0035068943173202703,0,0.01884181678138134,Significant
No human infections,SHAP-based,407,0.28065690266680676,0.0035302755052428526,0,0.012355964268349983,Significant
No human infections,SHAP-based,408,0.28274542747394416,0.0035565462575338886,0,0.01244791190136861,Significant
No human infections,SHAP-based,409,0.2825305214581488,0.003576335714660111,0,0.012517175001310388,Significant
No human infections,SHAP-based,410,0.28583161133556123,0.0018090608312377294,0,0.016128130522700877,Significant
No human infections,SHAP-based,411,0.2874799776315988,0.0018194935293139169,0,0.019860127121622367,Significant
No human infections,SHAP-based,412,0.288968527248961,0.0018289147294238038,0,0.014476217172003699,Significant
No human infections,SHAP-based,413,0.2902921135806644,0.003674583716210942,0,0.01438671269739917,Significant
No human infections,SHAP-based,414,0.29039637309741956,0.0036993168547441984,0,0.012790749164020142,Significant
No human infections,SHAP-based,415,0.2891239720509624,0.001853358795198477,0,0.016365881884052066,Significant
No human infections,SHAP-based,416,0.28358998646510847,0.0018657235951651874,0,0.014767566531137174,Significant
No human infections,SHAP-based,417,0.2789044732356746,0.0018718421022528497,0,0.014815995709351158,Significant
No human infections,SHAP-based,418,0.2758920764092103,0.0018768168463211587,0,0.01313771792424811,Significant
No human infections,SHAP-based,419,0.2745719429591088,0.0018806297462952658,0,0.01316440822406686,Significant
No human infections,SHAP-based,420,0.27513105598994386,0.0018844592876023553,0,0.014915863194849735,Significant
No human infections,SHAP-based,421,0.27621757813969977,0.00189190122013493,0,0.01670622654676341,Significant
No human infections,SHAP-based,422,0.27333977320426317,0.0018981928694740498,0,0.013287350086318348,Significant
No human infections,SHAP-based,423,0.2706534928335134,0.0019060105129120664,0,0.013180434838058443,Significant
No human infections,SHAP-based,424,0.27198823197502353,0.0019154100843311514,0,0.01324543470965183,Significant
No human infections,SHAP-based,425,0.2655575197633829,0.0019243298533578469,0,0.024037134176755983,Significant
No human infections,SHAP-based,426,0.26120835787471763,0.0019348767249979084,0,0.01354413707498536,Significant
No human infections,SHAP-based,427,0.2589652023644641,0.0019471067846952188,0,0.013629747492866532,Significant
No human infections,SHAP-based,428,0.2600619229571507,0.001955352804189103,0,0.01726652881132055,Significant
No human infections,SHAP-based,429,0.25865452937454103,0.0019595040104131893,0,0.011757024062479136,Significant
No human infections,SHAP-based,430,0.2606723875743467,0.0019898655540026467,0,0.013760308819576246,Significant
No human infections,SHAP-based,431,0.2614098797558015,0.0019954952653114615,0,0.015794734637767788,Significant
No human infections,SHAP-based,432,0.2535257455244431,0.0020121090914638345,0,0.01408476364024684,Significant
No human infections,SHAP-based,433,0.2575491850262047,0.0020440411510016247,0,0.014134943650402536,Significant
No human infections,SHAP-based,434,0.24935755781562458,0.002095441662316173,0,0.014490388221896118,Significant
No human infections,SHAP-based,435,0.25478002222102897,0.0021410085900926802,0,0.020683815075288735,Significant
No human infections,SHAP-based,436,0.2563824386916366,0.002172732531285056,0,0.012852137140277796,Significant
No human infections,SHAP-based,437,0.2574383611739353,0.0022003278732814985,0,0.01722942645901773,Significant
No human infections,SHAP-based,438,0.2610047073936229,0.0022308094649027598,0,0.01561566625431932,Significant
No human infections,SHAP-based,439,0.2644812491006268,0.002260523496586554,0,0.015631961337473316,Significant
No human infections,SHAP-based,440,0.2678530996999436,0.0022893427324781504,0,0.020409937445465723,Significant
No human infections,SHAP-based,441,0.2706513881602004,0.002313259727864961,0,0.011566298639324804,Significant
No human infections,SHAP-based,442,0.27096443955963234,0.0023359003410313136,0,0.013817306592818447,Significant
No human infections,SHAP-based,443,0.2734282938152916,0.0023571404639249273,0,0.011785702319624638,Significant
No human infections,SHAP-based,444,0.2757157285605678,0.002376859728970412,0,0.014059589369642241,Significant
No human infections,SHAP-based,445,0.27875998893506826,0.00240310335288852,0,0.012015516764442598,Significant
No human infections,SHAP-based,446,0.28114706991175203,0.0024236816371702758,0,0.014336550098443146,Significant
No human infections,SHAP-based,447,0.2808891230347087,0.0024425141133452935,0,0.012212570566726467,Significant
No human infections,SHAP-based,448,0.27792412908086644,0.0024595055670873136,0,0.012297527835436568,Significant
No human infections,SHAP-based,449,0.2791374558868369,0.002470242972449884,0,0.01235121486224942,Significant
No human infections,SHAP-based,450,0.2776371250092399,0.0024789029018682136,0,0.012394514509341068,Significant
No human infections,SHAP-based,451,0.275883915381984,0.002485440679116973,0,0.012427203395584865,Significant
No human infections,SHAP-based,452,0.2680618432810979,0.0025052508717859617,0,0.014819048047276384,Significant
No human infections,SHAP-based,453,0.26193814567935225,0.002518636016147618,0,0.0197219035145573,Significant
No human infections,SHAP-based,454,0.25552021171921063,0.002529903086328818,0,0.017494773795876915,Significant
No human infections,SHAP-based,455,0.2564377019664125,0.002538987148182302,0,0.012479617560857527,Significant
No human infections,SHAP-based,456,0.2569047800257247,0.0025690478002572473,0,0.010276191201028989,Significant
No human infections,SHAP-based,457,0.25642505854215364,0.0025901521064864005,0,0.022652397323136068,Significant
No human infections,SHAP-based,458,0.2583157613928716,0.002609250115079511,0,0.015434223876812696,Significant
No human infections,SHAP-based,459,0.2604785176769283,0.002631096138150791,0,0.017971414046509784,Significant
No human infections,SHAP-based,460,0.2592955563542695,0.002645873024023158,0,0.01322936512011579,Significant
No human infections,SHAP-based,461,0.2578565506374888,0.0026583149550256577,0,0.01329157477512829,Significant
No human infections,SHAP-based,462,0.2612970576334078,0.002693784099313483,0,0.013468920496567414,Significant
No human infections,SHAP-based,463,0.26204733822987314,0.0027015189508234347,0,0.013507594754117173,Significant
No human infections,SHAP-based,464,0.2628559042037667,0.0027380823354559033,0,0.01345820927888203,Significant
No human infections,SHAP-based,465,0.2662233302558887,0.002773159690165507,0,0.01640378101616475,Significant
No human infections,SHAP-based,466,0.26942705058140803,0,0,0.013794651648020935,Significant
No human infections,SHAP-based,467,0.2724459655118999,0,0,0.01418989403707812,Significant
No human infections,SHAP-based,468,0.2729276636144113,0,0,0.011491691099554158,Significant
No human infections,SHAP-based,469,0.27604151731945265,0.0029057001823100275,0,0.016941366716588555,Significant
No human infections,SHAP-based,470,0.27892960426948415,0,0,0.017367611254670474,Significant
No human infections,SHAP-based,471,0.27804931998950105,0.0029579714892500114,0,0.014539007402297351,Significant
No human infections,SHAP-based,472,0.2695589580142076,0,0,0.014975497667455977,Significant
No human infections,SHAP-based,473,0.2726872114332771,0,0,0.015149289524070951,Significant
No human infections,SHAP-based,474,0.27443361224780893,0,0,0.012197049433235952,Significant
No human infections,SHAP-based,475,0.27531562549602523,0,0,0.023694230915990603,Significant
No human infections,SHAP-based,476,0.2706373072178176,0,0,0.017930922532734376,Significant
No human infections,SHAP-based,477,0.2684303143140218,0,0,0.00925621773496627,Significant
No human infections,SHAP-based,478,0.26930467620088466,0,0,0.012381824193144122,Significant
No human infections,SHAP-based,479,0.26738005339089976,0,0,0.015281687992445116,Significant
No human infections,SHAP-based,480,0.26825794645233764,0,0,0.01533186259479667,Significant
No human infections,SHAP-based,481,0.2660123507707316,0,0,0.01251822827156384,Significant
No human infections,SHAP-based,482,0.24371482196617178,0,0,0.012660510232008924,Significant
No human infections,SHAP-based,483,0.2243451468051503,0,0,0.015752859986860112,Significant
No human infections,SHAP-based,484,0.20702652740299216,0,0,0.01617394745335876,Significant
No human infections,SHAP-based,485,0.18002525886947846,0,0,0.016365932624498043,Significant
No human infections,SHAP-based,486,0.16811917998761058,0,0,0.0162027175346425,Significant
No human infections,SHAP-based,487,0.16613587975602082,0,0,0.019654523323054614,Significant
No human infections,SHAP-based,488,0.1670942322940472,0,0,0.013367538583523778,Significant
No human infections,SHAP-based,489,0.16493829449721306,0,0,0.01991106562291706,Significant
No human infections,SHAP-based,490,0.16593493806225612,0,0,0.013545709229571929,Significant
No human infections,SHAP-based,491,0.16453801395794543,0,0,0.01998585150442023,Significant
No human infections,SHAP-based,492,0.1625188824675037,0,0,0.013831394252553506,Significant
No human infections,SHAP-based,493,0.1633185399608407,0,0,0.01707962789848015,Significant
No human infections,SHAP-based,494,0.16391337926958074,0,0,0.02062935408171719,Significant
No human infections,SHAP-based,495,0.16164349043069134,0,0,0.017271941646540463,Significant
No human infections,SHAP-based,496,0.1626660792795241,0,0,0.01414487645908905,Significant
No human infections,SHAP-based,497,0.1634848485114536,0,0,0.013914676124227938,Significant
No human infections,SHAP-based,498,0.16409326870647536,0,0,0.014268979887519599,Significant
No human infections,SHAP-based,499,0.16925667716657392,0,0,0.021929611584897923,Significant
No human infections,SHAP-based,500,0.17038732886395339,0,0,0.015145540343462525,Significant
No human infections,SHAP-based,501,0.16727257189359188,0,0,0.018685848867901575,Significant
No human infections,SHAP-based,502,0.16817674795788157,0,0,0.019110994086122907,Significant
No human infections,SHAP-based,503,0.16502371549596392,0,0,0.015025582939924259,Significant
No human infections,SHAP-based,504,0.1679969500971164,0,0,0.011720717448636028,Significant
No human infections,SHAP-based,505,0.16688756360478646,0,0,0.015557080849333488,Significant
No human infections,SHAP-based,506,0.1695548253549685,0,0,0.019842739798847743,Significant
No human infections,SHAP-based,507,0.17206757613009782,0,0,0.024233650198725087,Significant
No human infections,SHAP-based,508,0.17169396010678206,0,0,0.01256297269074015,Significant
No human infections,SHAP-based,509,0.1738006003937119,0,0,0.01271711710197892,Significant
No human infections,SHAP-based,510,0.17568596311748189,0,0,0.01714009396268116,Significant
No human infections,SHAP-based,511,0.17732973515505776,0,0,0.020891996748918888,Significant
No human infections,SHAP-based,512,0.17923593605527768,0,0,0.013114824589410563,Significant
No human infections,SHAP-based,513,0.180885482474866,0,0,0.017273219050940345,Significant
No human infections,SHAP-based,514,0.18457497913131235,0,0,0.018457497913131234,Significant
No human infections,SHAP-based,515,0.1770873919945253,0,0,0.018245571455141132,Significant
No human infections,SHAP-based,516,0.1738641946173353,0,0,0.018397628871532137,Significant
No human infections,SHAP-based,517,0.17502749004073795,0,0,0.01852072424211616,Significant
No human infections,SHAP-based,518,0.17590550874072755,0,0,0.014262608816815748,Significant
No human infections,SHAP-based,519,0.1613118265234886,0,0,0.014664711502135329,Significant
No human infections,SHAP-based,520,0.15069099558961332,0,0,0.019666155652485712,Significant
No human infections,SHAP-based,521,0.1444143385210132,0,0,0.01547296484153713,Significant
No human infections,SHAP-based,522,0.14285714285714285,0,0,0.015873015873015872,Significant
No human infections,SHAP-based,523,0.1463893140423865,0,0,0.02122750912704774,Significant
No human infections,SHAP-based,524,0.14426644752600445,0,0,0.021724281136041367,Significant
No human infections,SHAP-based,525,0.1474229937786172,0,0,0.01652949271696287,Significant
No human infections,SHAP-based,526,0.1388257664674424,0,0,0.0173532208084303,Significant
No human infections,SHAP-based,527,0.13546766492334444,0,0,0.023060102509520453,Significant
No human infections,SHAP-based,528,0.13765300118625376,0,0,0.011969826190109023,Significant
No human infections,SHAP-based,529,0.13349278634402317,0,0,0.017688978915882097,Significant
No human infections,SHAP-based,530,0.13751611611421605,0,0,0.01822210581678575,Significant
No human infections,SHAP-based,531,0.12662286273293105,0,0,0.018993429409939658,Significant
No human infections,SHAP-based,532,0.12744283479653828,0,0,0.01274428347965383,Significant
No human infections,SHAP-based,533,0.1221871268258323,0,0,0.01874733322458145,Significant
No human infections,SHAP-based,534,0.11651766846594191,0,0,0.01887065295599334,Significant
No human infections,SHAP-based,535,0.11728935790710457,0,0,0.01954822631785076,Significant
No human infections,SHAP-based,536,0.11807150520247074,0,0,0.01912230503753048,Significant
No human infections,SHAP-based,537,0.11257043942494328,0,0,0.019865371663225287,Significant
No human infections,SHAP-based,538,0.11333333333333333,0,0,0.025535936615732075,Significant
No human infections,SHAP-based,539,0.11410680974225365,0,0,0.013424330557912196,Significant
No human infections,SHAP-based,540,0.11554204016324533,0,0,0.013593181195675921,Significant
No human infections,SHAP-based,541,0.1201781120283334,0,0,0.014138601415098047,Significant
No human infections,SHAP-based,542,0.12212845371684161,0,0,0.014368053378451954,Significant
No human infections,SHAP-based,543,0.12375506177654035,0,0,0.028501484091659486,Significant
No human infections,SHAP-based,544,0.12505410084650617,0,0,0.014712247158412491,Significant
No human infections,SHAP-based,545,0.12600199948011923,0,0,0.01482376464471991,Significant
No human infections,SHAP-based,546,0.13861971552385646,0,0,0.016308201826336056,Significant
No human infections,SHAP-based,547,0.14205191299379816,0,0,0.016711989763976254,Significant
No human infections,SHAP-based,548,0.13665733110710382,0,0,0.017082166388387977,Significant
No human infections,SHAP-based,549,0.1432803903142249,0,0,0.017910048789278113,Significant
No human infections,SHAP-based,550,0.14649950842630233,0,0,0.009156219276643895,Significant
No human infections,SHAP-based,551,0.1484283701558622,0,0,0.027043604942287556,Significant
No human infections,SHAP-based,552,0.14986687664695983,0,0,0.00936667979043499,Significant
No human infections,SHAP-based,553,0.15708939273119701,0,0,0.018803553636504794,Significant
No human infections,SHAP-based,554,0.1510918057547588,0,0,0.03021836115095176,Significant
No human infections,SHAP-based,555,0.15451605814318672,0,0,0.010301070542879116,Significant
No human infections,SHAP-based,556,0.14696188670281385,0,0,0.02099455524325912,Significant
No human infections,SHAP-based,557,0.15020802121521076,0,0,0.020548406297818716,Significant
No human infections,SHAP-based,558,0.14407140891623438,0,0,0.021224990574370255,Significant
No human infections,SHAP-based,559,0.15141892085983263,0,0,0.03296728261269639,Significant
No human infections,SHAP-based,560,0.16166853474090329,0,0,0.012436041133915637,Significant
No human infections,SHAP-based,561,0.1712900399257872,0,0,0.013176156917368247,Significant
No human infections,SHAP-based,562,0.18793271211851736,0,0,0.014456362470655182,Significant
No human infections,SHAP-based,563,0.19903659194233764,0,0,0.01531050707248751,Significant
No human infections,SHAP-based,564,0.21044527017740722,0,0,0.0161880977059544,Significant
No human infections,SHAP-based,565,0.22190634114964863,0,0,0.01706971854997297,Significant
No human infections,SHAP-based,566,0.23539293971054817,0,0,0.018107149208503707,Significant
No human infections,SHAP-based,567,0.24598458059779385,0,0,0.018921890815214913,Significant
No human infections,SHAP-based,568,0.2553441154284755,0,0,0.019641855032959652,Significant
No human infections,SHAP-based,569,0.26296185307038883,0,0,0.02022783485156837,Significant
No human infections,SHAP-based,570,0.26839804517998356,0,0,0.02064600347538335,Significant
No human infections,SHAP-based,571,0.28036521032893985,0,0,0.02156655464068768,Significant
No human infections,SHAP-based,572,0.2865633642153136,0,0,0.022043335708870276,Significant
No human infections,SHAP-based,573,0.303064062678102,0,0,0.023312620206007845,Significant
No human infections,SHAP-based,574,0.3138229572304239,0,0,0.02414022747926338,Significant
No human infections,SHAP-based,575,0.3304135690539768,0,0,0.025416428388767447,Significant
No human infections,SHAP-based,576,0.3390663451222457,0,0,0.026082026547865053,Significant
No human infections,SHAP-based,577,0.3481865296036271,0,0,0.026783579200279007,Significant
No human infections,SHAP-based,578,0.3578132236660672,0,0,0.027524094128159017,Significant
No human infections,SHAP-based,579,0.37780482591741266,0,0,0.02906190968595482,Significant
No human infections,SHAP-based,580,0.401188709901439,0,0,0.030860669992418384,Significant
No human infections,SHAP-based,581,0.4140043409440133,0,0,0.0318464877649241,Significant
No human infections,SHAP-based,582,0.42766860172384985,0,0,0.03289758474798845,Significant
No human infections,SHAP-based,583,0.38021562140115595,0,0,0.03456505649101418,Significant
No human infections,SHAP-based,584,0.3651483716701107,0,0,0.03651483716701107,Significant
No human infections,SHAP-based,585,0.3790490217894517,0,0,0.03790490217894517,Significant
No human infections,SHAP-based,586,0.09428090415820634,0,0,0.04714045207910317,Significant
No human infections,SHAP-based,587,0.051708768999501914,0,0,0.051708768999501914,NonSignificant
No human infections,SHAP-based,588,0,0,0,0,NonSignificant
No human infections,SHAP-based,589,0,0,0,0.06362847629757777,NonSignificant
No human infections,SHAP-based,590,0,0,0,0.07453559924999299,NonSignificant
No human infections,SHAP-based,591,0,0,0,0,NonSignificant
No human infections,SHAP-based,592,0,0,0,0,NonSignificant
No human infections,SHAP-based,593,0,0,0,0.1042961778277823,NonSignificant
No human infections,SHAP-based,594,0,0,0,0,NonSignificant
No human infections,SHAP-based,595,0,0,0,0,NonSignificant
No human infections,SHAP-based,596,0,0,0,0,NonSignificant
No human infections,SHAP-based,597,0,0,0,0,NonSignificant
No human infections,SHAP-based,598,0,0,0,0,NonSignificant
No human infections,SHAP-based,599,0,0,0,0,NonSignificant
Infects humans,SHAP-based,9,0.30749891416136105,0.3077857601633772,0,0.33297135136540273,NonSignificant
Infects humans,SHAP-based,10,0.30053485989194584,0.2828563387218314,0,0.3138700729565162,NonSignificant
Infects humans,SHAP-based,11,0.29613735604105923,0.28057331886276493,0,0.3105094899378547,NonSignificant
Infects humans,SHAP-based,12,0.29176884222801786,0.2565158288743379,0,0.28901308837927325,Significant
Infects humans,SHAP-based,13,0.2966800505179725,0.25238204690428706,0,0.28392834559615143,Significant
Infects humans,SHAP-based,14,0.34675977758246584,0.1969243859369268,0,0.23133426404388846,Significant
Infects humans,SHAP-based,15,0.36236777993391955,0.18781923277057527,0,0.21614127350128487,Significant
Infects humans,SHAP-based,16,0.3409444531834533,0.18124315587281914,0,0.2229712514735457,Significant
Infects humans,SHAP-based,17,0.3625423590377413,0.13851356291715683,0,0.17796594788632566,Significant
Infects humans,SHAP-based,18,0.35866515230746115,0.13737471688735892,0,0.1717552879905334,Significant
Infects humans,SHAP-based,19,0.3363522992879723,0.13313487483246975,0,0.16785837722350577,Significant
Infects humans,SHAP-based,20,0.43201529620058904,0.09493131508730522,0,0.11628419133451891,Significant
Infects humans,SHAP-based,21,0.4566834898572384,0.0882304571576575,0,0.11249029232797338,Significant
Infects humans,SHAP-based,22,0.49756328312137427,0.08136707813706989,0,0.10037737470340224,Significant
Infects humans,SHAP-based,23,0.5360520075051038,0.07278725683302611,0,0.09507512275969002,Significant
Infects humans,SHAP-based,24,0.5694829301463551,0.06840635797553815,0,0.08670582219781132,Significant
Infects humans,SHAP-based,25,0.5779494351542936,0.06638010357821136,0,0.08603493615198857,Significant
Infects humans,SHAP-based,26,0.5930930968513055,0.06432778973541083,0,0.0853141608547647,Significant
Infects humans,SHAP-based,27,0.5992837924399292,0.063399134798664325,0,0.08765062605174574,Significant
Infects humans,SHAP-based,28,0.6121382795945853,0.0614520140604681,0,0.08480701192910284,Significant
Infects humans,SHAP-based,29,0.6234597484846254,0.06016265277205724,0,0.08413760852534612,Significant
Infects humans,SHAP-based,30,0.6245852845148471,0.060804642184077794,0,0.08240940018982629,Significant
Infects humans,SHAP-based,31,0.6735773049391386,0.055780620565272415,0,0.0738858297369555,Significant
Infects humans,SHAP-based,32,0.6814120119702942,0.05487524412270548,0,0.07437650546159624,Significant
